username,classification,company,location,repos
AlexsousNL,unknown,,CAN,gh:anl-ceeesa/unitcommitment.jl
Alfonso00MA,unknown,,,gh:ahalev/python-microgrid
Alfred-Gao97,academic,wuhan university,CHN,gh:lanl-ansi/powermodels.jl
Alhadlaq,unknown,,,gh:energy-modelling-toolkit/dispa-set
Ali-Alhamaly,unknown,,SAU,"gh:mesmo-dev/mesmo,gh:pypsa/pypsa"
AliArdeshirilajimi,unknown,,,gh:pnnl/tesp
AliAshrafzadeh,academic,,,"gh:e2niee/pandapower,gh:matpower/matpower,gh:sanpen/veragrid"
AliMasaoodi,academic,,,gh:ahalev/python-microgrid
Aliadavid,unknown,,,"gh:e2niee/pandapower,gh:lanl-ansi/powermodels.jl,gh:mesmo-dev/mesmo"
Alice4079,academic,north china electric power university,CHN,"gh:future-power-networks/simplus-grid-tool,gh:grid2op/grid2op"
Alifnizm,academic,,MYS,gh:matpower/matpower
Alikashanizadeh,unknown,,,gh:uu-er/adopt-net0
Alim1337,unknown,,,gh:roseautechnologies/roseau_load_flow
Alirasihan,unknown,,,gh:e2niee/pandapower
Alireza64z,unknown,,,gh:spine-tools/spineopt.jl
AlirezaEnergy,academic,university of toronto,CAN,gh:sei-international/nemomod.jl
AlkaiDynamics,professional,alkai morphos dynamics (morphiq),AUS,"gh:breakthrough-energy/reise.jl,gh:ie3-institute/simona"
AllanY,professional,intel apac,CHN,gh:adgefficiency/energy-py
AllenDowney,industry,pymc labs,USA,gh:natlabrockies/pysam
Allensmile,unknown,,CHN,gh:pypsa/pypsa
Allotrope-git,unknown,,,gh:natlabrockies/reopt.jl
Alnlnln,academic,huazhong university of science and technology,,gh:pypsa/pypsa
AlphaShik,unknown,,,gh:pypsa/pypsa
Alphyn12,unknown,,,gh:natlabrockies/sam
Alston007,unknown,,,gh:adamgreenhall/minpower
Altaren,unknown,,,gh:powsybl/powsybl-core
AlvoSparkK1024,unknown,,,gh:powsybl/powsybl-open-loadflow
Alwinator,industry,infineon,AUT,"gh:e2niee/pandapower,gh:grid2op/grid2op"
Alxaline,unknown,,,gh:marvinler/pypownet
AlyssonM,unknown,,,gh:matpower/matpower
Am1rn,unknown,,IRN,gh:sanpen/veragrid
AmandineCapitaine,academic,insa toulouse,FRA,gh:behrangshirizadeh/eoles_elecres
Amanienit,unknown,,,gh:osemosys/osemosys
Amarachi-U,unknown,,,gh:mzy2240/esa
Amardyuti,unknown,,,gh:pypsa/pypsa
AmateurZhang,academic,tsinghua university,CHN,gh:e2niee/pandapower
AmberLynnZ,academic,peking university,CHN,gh:e2niee/pandapower
Ambitioncsy,unknown,,,"gh:e2niee/pandapower,gh:pypsa/pypsa"
Ambuj-Choudha,academic,rwth aachen university,DEU,gh:rwl/pypower
AmeliaDeWitt,unknown,,,gh:akkudoktor-eos/eos
AmeliaNadal,unknown,,,gh:e2niee/pandapower
Ami-Solution,unknown,,,gh:nreca-bts/omf
Amin-Moghaddasi,industry,,AUS,gh:sanpen/veragrid
Amin0G,academic,,USA,"gh:lanl-ansi/powermodels.jl,gh:matpower/matpower"
AminSalimi-de,utility,,DEU,gh:pypsa/pypsa
AmineR15F,unknown,,,gh:manuvarkey/gelectrical
Aming2134,unknown,,CHN,"gh:dynawo/dynawo,gh:susantoj/pypower-dynamics"
Amir-Torbati,utility,ric energy,ESP,gh:natlabrockies/pysam
AmirExir,academic,pec,USA,gh:e2niee/pandapower
AmirHB98,unknown,,,"gh:curent/andes,gh:e2niee/pandapower,gh:pnnl/exago"
AmirHosseinShiravi,unknown,,,gh:sanpen/veragrid
AmirValeev,unknown,,,gh:kiedanski/pymarket
Amit2016-17,unknown,,,"gh:e2niee/pandapower,gh:matpower/matpower,gh:pypsa/pypsa"
Amiya04,academic,,IND,gh:pypsa/pypsa
Amonara,unknown,,,"gh:e2niee/pandapower,gh:pypsa/pypsa"
Amrit-Gill,unknown,,FRA,gh:dynawo/dynawo
AmroAbdulla,unknown,,,gh:powsybl/pypowsybl
Amuwa,academic,"damo academy, alibaba inc.",CHN,"gh:grid-parity-exchange/egret,gh:lanl-ansi/powermodels.jl,gh:matpower/matpower"
Amynka,unknown,,CHE,gh:energysystemsmodellinglab/muse2
AnBlav,unknown,,,gh:e2niee/pandapower
AnHeuermann,academic,santa anna it research institute,DEU,gh:transient-official/transient-lib
AnandSrini,unknown,,,gh:e2niee/pandapower
AnasAbuzayed,academic,,,gh:pypsa/pypsa
AnasAlgarei,unknown,,,gh:pypsa/pypsa
AnasBahr,unknown,,,gh:sogno-platform/dpsim
AnasBahr10,academic,rwth aachen university,,gh:sogno-platform/dpsim
Anasdma,unknown,,,gh:akkudoktor-eos/eos
AncillaryServicesAcquisitionModel,unknown,,,gh:ancillaryservicesacquisitionmodel/asam
AndelBenjamin,unknown,,,gh:ahalev/python-microgrid
Andre-MH,unknown,,,gh:osemosys/osemosys
AndreAdemollo,unknown,,,gh:pielube/messpy
AndreLester,professional,private,ZAF,gh:sanpen/veragrid
AndreWohnsland,industry,,DEU,gh:akkudoktor-eos/eos
AndreaMik970,unknown,,,gh:pypsa/pypsa
AndreaPalo,unknown,,,gh:osemosys/osemosys
Andreas-naut,unknown,,,gh:pypsa/pypsa
AndreasDeubler,unknown,,,gh:e2niee/pandapower
AndreasEppler,unknown,,,gh:assume-framework/assume
AndreasHD11,professional,open energy transition,GBR,gh:pypsa/pypsa
AndreasLF,industry,securedevice a/s,DNK,gh:lkruitwagen/global-fossil-fuel-supply-chain
AndreasPatha,unknown,,,gh:ait-energy/iesopt.jl
AndreasSahlberg,industry,,,gh:onsset/onsset
AndreasStefan,unknown,,,gh:tum-ens/urbs
AndreasWillibaldWeber,academic,"university of passau, faculty of computer science and mathematics, chair of computer engineering",DEU,gh:calliope-project/calliope
AndreasZ10,unknown,,,gh:pypsa/pypsa
AndrejAngelovski,academic,,MKD,"gh:breakthrough-energy/reise.jl,gh:grid2op/grid2op"
Andresfelipepd,academic,,COL,gh:rwl/pypower
Andresfu27,unknown,,,gh:fzj-iek3-vsa/fine
Andresj89,unknown,,,gh:gmlc-dispatches/dispatches
AndrewJClarke,professional,procogia,IRL,gh:pypsa/pypsa
AndrewKling,utility,sentient energy,,gh:nreca-bts/omf
AndrewLister-STFC,professional,stfc,GBR,gh:pnnl/exago
Andrey-RV,academic,universidade federal do vale do sao francisco,BRA,gh:thales1330/psp
Androude,industry,cinemo gmbh,DEU,gh:akkudoktor-eos/eos
AndyS3D,unknown,,,gh:akkudoktor-eos/eos
Andytonglove,academic,,,gh:pypsa/pypsa
Ang3er,unknown,,,gh:akkudoktor-eos/eos
Anganthier,unknown,,,gh:akkudoktor-eos/eos
AngelS017,academic,,ESP,gh:ahalev/python-microgrid
AngelikiLk,utility,national grid eso,GBR,"gh:energy-modelling-toolkit/dispa-set,gh:epgoxford/open"
Anghostdy,unknown,,DEU,gh:akkudoktor-eos/eos
Angus-Mathieson,unknown,,,gh:natlabrockies/hopp
AniaKaras,unknown,,,gh:roseautechnologies/roseau_load_flow
Animur1945,unknown,,,gh:natlabrockies/rodeo
Anirudh-UG,academic,,,gh:chrisyeh96/sustaingym
AnjoMan,industry,opus one solutions,CAN,"gh:lanl-ansi/powermodels.jl,gh:niclasmattsson/supergrid,gh:pencleanenergy/match-model,gh:pypsa/pypsa,gh:sanpen/veragrid"
AnkurArohi,academic,rwth aachen university,DEU,"gh:curent/andes,gh:e2niee/pandapower,gh:powergridmodel/power-grid-model,gh:powsybl/powsybl-core,gh:powsybl/powsybl-open-loadflow,gh:powsybl/pypowsybl,gh:pypsa/pypsa,gh:sanpen/veragrid,gh:sogno-platform/dpsim"
Anmar001,unknown,,,gh:grid2op/grid2op
Anmirazik,academic,,MYS,"gh:genxproject/genx.jl,gh:lkruitwagen/global-fossil-fuel-supply-chain,gh:oemof/oemof-solph,gh:tulipaenergy/tulipaenergymodel.jl"
Anna-Polito,unknown,,,gh:pypsa/pypsa
AnnaBuettner,academic,potsdam intitute for climate impact research pik-icone,,gh:juliaenergy/powerdynamics.jl
AnnaFeierling,unknown,,,gh:richard-weinhold/pomato
AnnaSpedo,academic,politecnico di milano,ITA,gh:iiasa/message_ix
Annas-Jawed,unknown,,,gh:e2niee/pandapower
Annika10,academic,bielefeld university,,gh:chrisyeh96/sustaingym
Anooshirvan,academic,,ITA,gh:pypsa/pypsa
Anouer00,unknown,,,gh:roseautechnologies/roseau_load_flow
Anower120,industry,ai consulting group,AUS,gh:unsw-ceem/nempy
AntMantis,unknown,,,gh:sienna-platform/powersimulations.jl
AnthoneyGriffith,unknown,,,gh:idaholab/heron
AnthonyB08,academic,university of massachusetts lowell,,gh:idaholab/hybrid
AnthonyZalev,academic,university of massachusetts of amherst,,gh:sanpen/veragrid
AntoineTeixeira,professional,cired,FRA,"gh:calliope-project/calliope,gh:iiasa/message_ix,gh:oemof/oemof-solph,gh:transition-zero/tz-osemosys"
AntonBiryukovUofC,professional,verdazo analytics / pason,CAN,gh:tum-ens/urbs
AntonFrisk,industry,,SWE,gh:natlabrockies/hopp
AntonellaGia,unknown,,,gh:oemof/oemof-solph
Antonioyang0726,unknown,,,gh:e2niee/pandapower
AntonisCY97,academic,msc energy production & management student,GRC,gh:pypsa/pypsa
Antti-L,unknown,,,"gh:etsap-times/times_model,gh:highres-model/highres-europe,gh:iee-tugraz/lego"
Anurag94-cool,professional,ceew,IND,gh:iiasa/message_ix
Anusha0501,academic,,IND,gh:grid2op/grid2op
AnyaHe,unknown,,,gh:openego/edisgo
Aoko7,unknown,,,gh:fzj-iek3-vsa/fine
AoufNihed,academic,,DZA,"gh:e2niee/pandapower,gh:epgoxford/open,gh:matpower/matpower,gh:nrel-sienna/powersimulations.jl,gh:powsybl/powsybl-open-loadflow,gh:pypsa/pypsa,gh:rwl/pypower"
Apereval,unknown,,,gh:natlabrockies/pysam
Apexnpl,unknown,,,gh:oemof/oemof-solph
ApfelLeo,unknown,,,gh:osemosys/osemosys
ApokalyptischerTempler,unknown,,DEU,gh:pypsa/pypsa
Apollo3zehn,unknown,,DEU,gh:akkudoktor-eos/eos
Apolo9505,unknown,,,gh:pypsa/pypsa
AppServiceProvider,unknown,,,"gh:adgefficiency/energy-py,gh:e2niee/pandapower,gh:nreca-bts/omf,gh:pypsa/pypsa"
AppleCore97,unknown,,,"gh:changgang/steps,gh:curent/andes,gh:rwl/pypower,gh:susantoj/pypower-dynamics"
Apprentice9999,unknown,,,gh:sogno-platform/dpsim
Apz123456,unknown,,,gh:pypsa/pypsa
ArLeiBurke,unknown,,CHN,gh:future-power-networks/simplus-grid-tool
AraujoH,academic,cornell university,USA,gh:sienna-platform/powersystemsinvestments.jl
Arcadianer,unknown,,,gh:e2niee/pandapower
ArcaneIRE,academic,,IRL,gh:grid2op/grid2op
ArchmageJU,unknown,,,gh:mbheinen/bpa-ipf-tsp
Areal17,industry,areal17,DEU,gh:natlabrockies/sam
Areolokinstain,unknown,,,gh:prep-next/prep-shot
Areoreo,unknown,,SGP,gh:prep-next/prep-shot
Ares-Hantrio,unknown,,,gh:genxproject/genx.jl
Ari-manius,unknown,,,gh:pypsa/pypsa
Aries-Wu,unknown,,,gh:powergridmodel/power-grid-model
Arieself,unknown,,,gh:tum-ens/urbs
ArijusVilk,academic,,,gh:tum-ens/urbs
Arjay7891,unknown,,,gh:flexiblepower/powermatcher
ArjunReddy07,unknown,,,"gh:grid-parity-exchange/egret,gh:richard-weinhold/pomato"
Arjunayodya,unknown,,,gh:e2niee/pandapower
ArmanYassin,unknown,,,gh:powergridmodel/power-grid-model
Armando99999999,unknown,,,gh:assume-framework/assume
ArmelloBello,unknown,,,gh:pielube/messpy
Armenat1990,unknown,,,"gh:e2niee/pandapower,gh:powergridmodel/power-grid-model,gh:pypsa/pypsa,gh:sanpen/veragrid"
ArmenatX-coder,unknown,,,"gh:e2niee/pandapower,gh:powsybl/powsybl-open-loadflow,gh:pypsa/pypsa,gh:sanpen/veragrid"
Armin-Ha,unknown,,,gh:erf-model/erf
ArminTeskeredzic,unknown,,,gh:sogno-platform/dpsim
ArminiusC,unknown,,AUT,gh:iiasa/message_ix
Arminz53,unknown,,,gh:akkudoktor-eos/eos
ArnabKar,academic,duke university,USA,gh:genxproject/genx.jl
Arnaud-Dorthe,professional,abak consulting,BEL,"gh:antaressimulatorteam/antares_simulator,gh:behrangshirizadeh/eoles_elecres,gh:iiasa/message_ix"
ArnaudKul,unknown,,,gh:lanl-ansi/powermodels.jl
ArnaudRssl,unknown,,,gh:lanl-ansi/powermodels.jl
Arndt-Barop,unknown,,,gh:akkudoktor-eos/eos
Ars-Vitae,unknown,,,gh:akkudoktor-eos/eos
Arsam99,unknown,,,gh:matpower/matpower
ArshidAli84,professional,"home energy management, machine learning",,gh:openipsl/openipsl
Arthur-GAI,unknown,,,gh:changgang/steps
ArthurChuat,unknown,,,gh:energyscope/energyscope
ArthurDepledge,unknown,,,gh:assume-framework/assume
ArthurGodet,industry,sncf,FRA,gh:grid2op/grid2op
ArthurWaeber,unknown,,,gh:ipese/reho
ArthurduVignau,unknown,,,gh:spf-ost/optihood
Arthurliyaze,industry,cf power ltd.,CAN,gh:e2niee/pandapower
ArttuTupala,unknown,,,gh:irena-flextool/flextool
Ashargin,academic,,FRA,gh:grid2op/grid2op
Ashish-Kotwal,academic,institute for energy studies,USA,"gh:adgefficiency/energy-py,gh:gh:adgefficiency/energy-py-linear,gh:breakthrough-energy/reise.jl,gh:calliope-project/calliope,gh:e2niee/pandapower,gh:nrel-sienna/powersimulations.jl,gh:nrel-sienna/powersimulationsdynamics.jl,gh:oemof/oemof-solph,gh:pypsa/pypsa,gh:sei-international/nemomod.jl,gh:switch-model/switch,gh:tum-ens/urbs"
Ashmit8583,unknown,,,gh:energysystemsmodellinglab/muse2
AshutoshVJTI,industry,,,gh:grid2op/grid2op
AshwinSandeep1,academic,,,gh:genxproject/genx.jl
AsiminaF,unknown,,,gh:antaressimulatorteam/antares_simulator
AskoldNebelskyi,unknown,,,gh:lkruitwagen/global-fossil-fuel-supply-chain
Asland-create,unknown,,,gh:matpower/matpower
Aso2510,unknown,,,"gh:chrisyeh96/sustaingym,gh:e2niee/pandapower"
Aspirin96,academic,tsinghua university,CHN,"gh:anl-ceeesa/unitcommitment.jl,gh:matpower/matpower"
AssassinGod179,unknown,,,gh:pypsa/pypsa
AsteroidArcher,unknown,,,gh:akkudoktor-eos/eos
Astra114,unknown,,,"gh:e2niee/pandapower,gh:nrel-sienna/powersimulationsdynamics.jl"
Athlici,unknown,,DEU,gh:akkudoktor-eos/eos
AthosRR,professional,xdu,,gh:drafproject/draf
Atine,academic,the university of tokyo,JPN,gh:chrisyeh96/sustaingym
Atlas553,unknown,,DEU,gh:akkudoktor-eos/eos
AtomSolar,unknown,,,"gh:natlabrockies/pysam,gh:natlabrockies/sam"
Atturath,unknown,,,"gh:grid2op/grid2op,gh:powergridmodel/power-grid-model,gh:sanpen/veragrid"
Aubrey36,unknown,,,gh:grid-parity-exchange/egret
Audrey-Hepburn,unknown,,,gh:leonardgoeke/anymod.jl
Aurashk,unknown,,,gh:energysystemsmodellinglab/muse2
Aurel31,academic,wildfire interdisciplinary research center,USA,gh:erf-model/erf
Avi-Goyal,unknown,,,gh:lkruitwagen/global-fossil-fuel-supply-chain
AvisP,industry,,CAN,gh:grid2op/grid2op
AvisekNaug,academic,vanderbiltuniversity,USA,gh:adgefficiency/energy-py
AwkJay,industry,,,gh:osemosys/osemosys
Axelwickm,industry,,PRT,gh:adgefficiency/energy-py
AxolotlXXY,unknown,,,gh:grid2op/grid2op
AxxiD,unknown,,DEU,gh:akkudoktor-eos/eos
Aye10032,academic,"qibebt, chinese academy of science",,gh:natlabrockies/pysam
AzadSaeed,academic,colorado state university,USA,gh:idaholab/heron
AzamatIlyasov,unknown,,KAZ,"gh:e2niee/pandapower,gh:juliaenergy/powerdynamics.jl,gh:manuvarkey/gelectrical,gh:matpower/matpower,gh:nreca-bts/omf,gh:pypsa/pypsa,gh:rwl/pypower,gh:sogno-platform/dpsim"
Azeezakinyemi999,academic,northeastern university,USA,"gh:pypsa/pypsa,gh:switch-model/switch"
Azier1010,unknown,,,gh:rwl/pypower
Azmat1995,unknown,,,gh:matpower/matpower
Azuresky-lingeringcharm,unknown,,,gh:prep-next/prep-shot
B-Uhle,unknown,,,gh:e2niee/pandapower
B0finken,unknown,,,gh:manuvarkey/gelectrical
BADAL244,academic,nanyang technological university,SGP,gh:epri-dev/opender
BAIZWCHI,unknown,,,gh:temoaproject/temoa
BAO-Rongxin,unknown,,,gh:sienna-platform/powersimulationsdynamics.jl
BAXMAY,unknown,,THA,gh:adgefficiency/energy-py
BAZ-C,unknown,,,gh:antaressimulatorteam/antares_simulator
BDonnot,unknown,,,"gh:chengts95/rustpower,gh:dynawo/dynawo,gh:e2niee/pandapower,gh:grid2op/chronix2grid,gh:grid2op/grid2op,gh:gridoptics/gridpack,gh:marvinler/pypownet,gh:powsybl/pypowsybl,gh:pypsa/pypsa,gh:sanpen/veragrid"
BENBRAHIM-Souhila,academic,research center in applied economics for development-cread,DZA,gh:osemosys/osemosys
BFDPersona,unknown,,,gh:matpower/matpower
BIGKongzi,academic,shanghai jiao tong university,CHN,gh:gridoptics/gridpack
BJunker,unknown,,,gh:e2niee/pandapower
BK123BK,unknown,,,"gh:assume-framework/assume,gh:blue-marble/gridpath,gh:calliope-project/calliope,gh:changgang/steps,gh:e2niee/pandapower,gh:epri-dev/opender,gh:future-power-networks/simplus-grid-tool,gh:grid-parity-exchange/egret,gh:grid2op/grid2op,gh:iit-energysystemmodels/opentepes,gh:juliaenergy/powerdynamics.jl,gh:lanl-ansi/powermodels.jl,gh:mzy2240/esa,gh:natlabrockies/paraemt_public,gh:nlr-distribution-suite/erad,gh:nrel-sienna/powersimulationsdynamics.jl,gh:pypsa/pypsa,gh:sanpen/veragrid,gh:sogno-platform/dpsim,gh:switch-model/switch,gh:thales1330/psp,gh:upb-lea/electricgrid.jl"
BMaxV,unknown,,,"gh:calliope-project/calliope,gh:e2niee/pandapower,gh:sanpen/veragrid"
BMoehlig,unknown,,,gh:akkudoktor-eos/eos
BOT573,unknown,,,gh:oemof/oemof-solph
BPBartholomew,unknown,,USA,gh:genxproject/genx.jl
BRIK-Engenharia,unknown,,BRA,gh:natlabrockies/pysam
BRNNDR,unknown,,ITA,"gh:grid-parity-exchange/egret,gh:grid2op/grid2op,gh:pypsa/pypsa,gh:spine-tools/spineopt.jl"
BSanjani,academic,stony brook university,USA,"gh:gridfm/gridfm-graphkit,gh:natlabrockies/paraemt_public"
BSrijita,academic,rensselaer polytechnic institute,USA,gh:openipsl/openipsl
BTV25,unknown,,,gh:natlabrockies/h2integrate
BTVloedgraven,unknown,,,gh:pypsa/pypsa
BZPJ2000,unknown,,,gh:balmorelcommunity/balmorel
BZS-W,unknown,,,gh:matpower/matpower
BabakTaheri1,academic,georgia institute of technology,USA,gh:lanl-ansi/powermodels.jl
Babawale,professional,freelance,NER,gh:osemosys/osemosys
BabuKumaranNalini,"academic,professional","mckinsey,technical university of munich",DEU,"gh:critical-infrastructure-systems-lab/pownet,gh:e2niee/pandapower,gh:tum-ewk/opentumflex"
Babylonehy,academic,tianjin university,CHN,gh:tum-ens/urbs
Bachibouzouk,unknown,,,"gh:oemof/oemof-solph,gh:pypsa/pypsa,gh:rl-institut/multi-vector-simulator"
Bachsau,unknown,,DEU,gh:akkudoktor-eos/eos
BackMountainDevil,professional,an idea,ATA,gh:e2niee/pandapower
Badmus-Julius,unknown,,,gh:tum-ens/urbs
Bagger85,unknown,,,gh:akkudoktor-eos/eos
Bagstoreto,unknown,,NER,gh:tum-ens/urbs
Bahramkhan15,unknown,,,gh:osemosys/osemosys
BainanXia,unknown,,,gh:breakthrough-energy/reise.jl
BairuChen2019,academic,zhejiang university,CHN,gh:romulus97/capow_py36
BakytzhanSuleimenov,industry,,,"gh:eiagov/bluesky,gh:osemosys/osemosys"
Balalaa,academic,,,gh:matpower/matpower
Balinus,academic,,,gh:natlabrockies/pras
BaljaaSS,industry,tjip,,gh:matpower/matpower
Balt2,academic,,,gh:pypsa/pypsa
BambooSticker,academic,"university of minnesota, twin city",USA,gh:anl-ceeesa/unitcommitment.jl
BamunugeDR99,industry,rootcodelabs,LKA,gh:grid2op/grid2op
BankTanti,unknown,,,gh:epgoxford/open
Bankaifan,professional,huk-coburg,DEU,gh:akkudoktor-eos/eos
Bao20520,unknown,,,gh:prep-next/prep-shot
BaptisteZoghby,unknown,,,gh:lanl-ansi/powermodels.jl
BaraaUniKassel,unknown,,,gh:e2niee/pandapower
Barryallen999,unknown,,,gh:iiasa/message_ix
Bart-5,unknown,,,gh:emlab/emlab-generation
BartelsJ,unknown,,,gh:openego/ego
Bartmann58,unknown,,,gh:akkudoktor-eos/eos
BartonChenTW,academic,"empa, swiss federal laboratories for materials science and technology",CHE,"gh:pypsa/pypsa,gh:rwl/pypower"
Barucki,unknown,,,gh:pypsa/pypsa
BaselMorsy,academic,austrian institute of technology,AUT,gh:anl-ceeesa/unitcommitment.jl
Baselmh9,unknown,,,gh:natlabrockies/sam
BastiZ0,unknown,,,gh:akkudoktor-eos/eos
BastienDeshayesRte,unknown,,,gh:powsybl/powsybl-core
BastienGauthier,unknown,,,gh:cea-liten/cairnopen
Bastolo,unknown,,,gh:temoaproject/temoa
Batmanabcdefg,unknown,,FRA,"gh:juliaenergy/joulia.jl,gh:lanl-ansi/powermodels.jl,gh:nrel-sienna/powersimulations.jl,gh:youngfaithful/capacityexpansion.jl"
Batorian,academic,,DEU,gh:akkudoktor-eos/eos
BattulaSwathi,unknown,,,"gh:ames-market/psst,gh:pnnl/tesp"
Batu-D,unknown,,,gh:pypsa/pypsa
Batuhanbyr,unknown,,,gh:natlabrockies/sam
Baurenz,unknown,,,gh:anl-ceeesa/unitcommitment.jl
BayoOlawumi,industry,ebayo,JPN,gh:highres-model/highres-europe
Bbotor,unknown,,,gh:genxproject/genx.jl
BeBraveBeCurious,unknown,,,gh:marvinler/pypownet
Bearelder,unknown,,,gh:matpower/matpower
BeccyGitHub,unknown,,,gh:lanl-ansi/powermodels.jl
BeckerJoe,academic,wsag,USA,gh:pypsa/pypsa
BegoSanjuan,unknown,,,gh:sanpen/veragrid
BehrangShirizadeh,industry,cired,FRA,"gh:behrangshirizadeh/eoles_elecres,gh:behrangshirizadeh/eoles_mv"
BehrouzSohrabi,unknown,,,gh:rwl/pypower
Behzad-h,academic,universite du quebec en outaouais,CAN,gh:ahalev/python-microgrid
BeijiaYang,unknown,,,"gh:sogno-platform/dpsim,gh:sogno-platform/pymfm"
Belerofontech,unknown,,ESP,gh:tum-ens/urbs
Bellout,unknown,,NOR,"gh:e2niee/pandapower,gh:idaholab/heron,gh:sanpen/veragrid,gh:sogno-platform/dpsim"
BenHunt27,unknown,,,gh:pnnl/exago
BenJamesbabala,unknown,,,gh:adgefficiency/energy-py
BenNeighbour,industry,enginebystarling,GBR,gh:sienna-platform/powersimulations.jl
BenPalethorpe,unknown,,,"gh:e2niee/pandapower,gh:manuvarkey/gelectrical"
BenPortner,industry,gft technologies se,DEU,gh:lkruitwagen/global-fossil-fuel-supply-chain
BenSitn,professional,nation of celestial space,ITA,gh:prep-next/prep-shot
BenTheExpert,unknown,,,gh:pypsa/pypsa
Bend3smo,unknown,,,gh:akkudoktor-eos/eos
BeneJoh,academic,energy information networks and systems lab,DEU,"gh:juliaenergy/powerdynamics.jl,gh:nrel-sienna/powersimulations.jl,gh:sogno-platform/dpsim"
BenedictBrosius,academic,rheinisch westfalische technische hochschule aachen,DEU,gh:zen-universe/zen-garden
Benedikt4,unknown,,,gh:oemof/oemof-solph
BenediktPrusas,unknown,,,gh:rl-institut/multi-vector-simulator
Bengt,unknown,,DEU,"gh:e2niee/pandapower,gh:nrel-sienna/powersimulations.jl,gh:nrel-sienna/powersimulationsdynamics.jl,gh:oemof/oemof-solph,gh:oemof/oemof-thermal,gh:powsybl/powsybl-core,gh:pypsa/pypsa,gh:rwl/pypower,gh:sanpen/veragrid,gh:tum-ens/urbs"
BengtOFFIS,unknown,,,"gh:oemof/oemof-solph,gh:pypsa/pypsa,gh:rwl/pypower,gh:sanpen/veragrid"
BenjPetr,unknown,,,"gh:e2niee/pandapower,gh:powsybl/pypowsybl"
BenjaminStoeckl,academic,iee/tu graz,,gh:pypsa/pypsa
BenoitDelcroix,utility,hydro-quebec,CAN,gh:epgoxford/open
BenoitGuyot,unknown,,,gh:antaressimulatorteam/antares_simulator
BenoitJeanson,utility,reseau de transport d'electricite,FRA,"gh:dynawo/dynawo,gh:powergridmodel/power-grid-model,gh:powsybl/powsybl-core,gh:powsybl/pypowsybl"
BensonJia,academic,university of hong kong,,"gh:akkudoktor-eos/eos,gh:transition-zero/tz-osemosys"
BeopsooKim,academic,inha university,KOR,"gh:changgang/steps,gh:future-power-networks/simplus-grid-tool"
BerenLuth,academic,greendecision.eu,ITA,gh:calliope-project/calliope
BerendSmits,professional,quintel,NLD,"gh:quintel/etengine,gh:quintel/etmodel"
BergenLading,unknown,,,gh:genxproject/genx.jl
Bern0u1li,academic,north china electric power university,,gh:e2niee/pandapower
BerndCzech,unknown,,,gh:akkudoktor-eos/eos
BernhardBaumrock,professional,baumrock e.u.,AUT,gh:akkudoktor-eos/eos
BernhardWortmann,unknown,,,gh:fzj-iek3-vsa/fine
Bertin-fap,professional,retired from cea,FRA,gh:behrangshirizadeh/eoles_elecres
Bertisaur,industry,,IRL,gh:e2niee/pandapower
BestSonny,academic,,USA,gh:gridfm/gridfm-graphkit
Betristor,academic,peking university,CHN,"gh:anl-ceeesa/unitcommitment.jl,gh:etsap-times/times_model,gh:genxproject/genx.jl,gh:lanl-ansi/powermodels.jl,gh:leonardgoeke/anymod.jl,gh:macroenergy/macroenergy.jl,gh:nrel-sienna/powersimulations.jl,gh:nrel-sienna/powersimulationsdynamics.jl,gh:powergridmodel/power-grid-model,gh:sei-international/nemomod.jl,gh:upb-lea/electricgrid.jl,gh:youngfaithful/capacityexpansion.jl"
Better1818,unknown,,,gh:prep-next/prep-shot
Bhavesh7897,unknown,,,gh:e2niee/pandapower
Bhrugeshs,industry,,DEU,"gh:oemof/oemof-solph,gh:oemof/oemof-thermal,gh:osemosys/osemosys"
