username,classification,company,location,repos
vw-bg,professional,brendle group,USA,gh:energyinnovation/eps-us
vwmaus,academic,"ecological economics, vienna university of economics and business (wu)",AUT,gh:osemosys/osemosys
vwrobel,unknown,,,gh:behrangshirizadeh/eoles_elecres
w-github-x,unknown,,,gh:matpower/matpower
w-kenyon,industry,encoord,USA,gh:natlabrockies/paraemt_public
w-tusche,unknown,,,gh:pypsa/pypsa
w0LG0r,unknown,,,gh:energy-modelling-toolkit/dispa-set
w0rxbend,industry,,UKR,"gh:sienna-platform/powersimulations.jl,gh:sienna-platform/powersimulationsdynamics.jl"
w1redch4d,unknown,,,gh:natlabrockies/sam
w857786193,unknown,,,gh:prep-next/prep-shot
w8665763,academic,peking university,CHN,gh:lanl-ansi/powermodels.jl
waal10,unknown,,,gh:akkudoktor-eos/eos
wacunningham,unknown,,,gh:idaholab/hybrid
wadedavis13,unknown,,,gh:switch-model/switch
wadx2019,academic,shanghaitech university,CHN,"gh:grid2op/grid2op,gh:rwl/pypower"
waeltaha10,unknown,,,gh:lanl-ansi/powermodels.jl
wafab112,unknown,,DEU,gh:pielube/messpy
waffle-iron,industry,rally software,USA,gh:flexiblepower/powermatcher
wafflebrad,unknown,,,gh:grid-parity-exchange/egret
wah2o,unknown,,KEN,gh:pypsa/pypsa
wahaha218,unknown,,,gh:prep-next/prep-shot
wahchiu,unknown,,,gh:prep-next/prep-shot
wailer-zero,unknown,,,gh:pypsa/pypsa
waith,utility,,AUS,"gh:adgefficiency/energy-py,gh:gh:adgefficiency/energy-py-linear,gh:unsw-ceem/nempy"
walc72,unknown,,,gh:manuvarkey/gelectrical
walden17,unknown,,,gh:pypsa/pypsa
walidm1996,unknown,,,gh:pypsa/pypsa
walidzegal,unknown,,,"gh:curent/andes,gh:grid-parity-exchange/egret"
wallscheid,academic,siegen university,DEU,gh:upb-lea/electricgrid.jl
wallyborn,unknown,,,gh:akkudoktor-eos/eos
waminos,unknown,,,"gh:pypsa/pypsa,gh:sanpen/veragrid"
wandands,unknown,,,gh:e2niee/pandapower
wang-s-77,unknown,,,gh:etsap-times/times_model
wang-soonandsoon,unknown,,,gh:tum-ens/hamlet
wang1202,research,pacific northwest national laboratory,,gh:erf-model/erf
wangbostc,professional,womics,CHN,gh:unsw-ceem/nempy
wangcheng0825,unknown,,CHN,"gh:ames-market/psst,gh:e2niee/pandapower,gh:grid-parity-exchange/egret,gh:powsybl/pypowsybl,gh:pypsa/pypsa,gh:richard-weinhold/pomato"
wangcj05,government,idaho national laboratory,USA,"gh:adamgreenhall/minpower,gh:calliope-project/calliope,gh:idaholab/heron,gh:idaholab/hybrid,gh:pypsa/pypsa,gh:tum-ens/urbs"
wangda,professional,sunbox,CHN,"gh:powsybl/powsybl-core,gh:powsybl/powsybl-open-loadflow"
wangdi-foxconn,unknown,,,gh:adgefficiency/energy-py
wangguan1995,unknown,,,gh:matpower/matpower
wanghaoheng123-boop,unknown,,,gh:prep-next/prep-shot
wanghy-anl,research,argonne national laboratory,USA,"gh:idaholab/heron,gh:idaholab/hybrid"
wangjiayang0000,academic,the university of tokyo,JPN,gh:switch-model/switch
wangjin-py,unknown,,,gh:prep-next/prep-shot
wangjingrui530,unknown,,,gh:grid2op/grid2op
wangjingyi1999,unknown,,,gh:prep-next/prep-shot
wangkun321,unknown,,,gh:openipsl/openipsl
wangmingshen,unknown,,,gh:prep-next/prep-shot
wangnn,unknown,,,gh:energyscope/energyscope
wangpeng-waf,unknown,,,gh:pypsa/pypsa
wangshen2014,unknown,,,gh:rwl/pypower
wangtabn,unknown,,,gh:matpower/most
wangtingshao,unknown,,,gh:antaressimulatorteam/antares_simulator
wangwangsuibinbin,professional,Chang Sha Li Gong Da Xue ,,gh:rwl/pypower
wangwei357,unknown,,,"gh:natlabrockies/paraemt_public,gh:sogno-platform/dpsim"
wangweitian329,unknown,,,"gh:ahalev/python-microgrid,gh:idaholab/heron,gh:pypsa/pypsa"
wangwensan123,unknown,,BEN,gh:pypsa/pypsa
wangxiao5791509,academic,anhui university (An Hui Da Xue ),CHN,gh:adgefficiency/energy-py
wangxiaowu-sudo,unknown,,,gh:curent/andes
wangxk9999,unknown,,,gh:grid2op/grid2op
wangxu12,unknown,,,"gh:curent/andes,gh:e2niee/pandapower,gh:energy-modelling-toolkit/dispa-set,gh:future-power-networks/simplus-grid-tool,gh:grid-parity-exchange/egret,gh:matpower/matpower,gh:natlabrockies/paraemt_public,gh:pypsa/pypsa,gh:sogno-platform/dpsim"
wangyizihaofan,unknown,,,gl:mosaik/mosaik
wangyufanshuai,unknown,,,gh:pypsa/pypsa
wangzeyuanshi,unknown,,,gh:critical-infrastructure-systems-lab/pownet
wangzhecheng,academic,peking university,,gh:breakthrough-energy/reise.jl
wangzhenassd,unknown,,DEU,"gh:curent/andes,gh:e2niee/pandapower,gh:grid2op/grid2op,gh:oemof/oemof-solph,gh:pypsa/pypsa,gh:rwl/pypower,gh:sanpen/veragrid,gh:susantoj/pypower-dynamics"
wangzizhe,academic,,,gh:transient-official/transient-lib
wanlaizhi,unknown,,,gh:prep-next/prep-shot
wanliofficial,unknown,,CHN,"gh:akkudoktor-eos/eos,gh:pypsa/pypsa"
wanni-xie,unknown,,,gh:rwl/pypower
wansongtai,unknown,,,gh:juliaenergy/powerdynamics.jl
wantRP,unknown,,,gh:e2niee/pandapower
wanyingw193,unknown,,,gh:natlabrockies/reeds-2.0
waqasm86,unknown,,PAK,gh:eliagroup/toop
ward-rei,unknown,,,gh:curent/andes
warlock016,unknown,,,gh:natlabrockies/pysam
warlockliye,unknown,,,gh:marvinler/pypownet
warp4242,unknown,,,gh:akkudoktor-eos/eos
warren-oneill,professional,nabla analytics ab,SWE,gh:oemof/oemof-solph
wasinix,unknown,,,gh:akkudoktor-eos/eos
wasnertobias,unknown,,DEU,gh:akkudoktor-eos/eos
wasserfuhr,industry,alphalabs,,gh:powsybl/powsybl-core
watare,unknown,,,gh:antaressimulatorteam/antares_simulator
waterarxiv,unknown,,,gh:natlabrockies/paraemt_public
watermelon802,unknown,,,gh:adgefficiency/energy-py
waterww,unknown,,,gh:prep-next/prep-shot
waumpel,unknown,,,gh:tum-ens/urbs
waytlion,unknown,,,gh:gridfm/gridfm-graphkit
wbelle3,unknown,,,gh:eiagov/bluesky
wbm-91,unknown,,,"gh:blue-marble/gridpath,gh:e2niee/pandapower,gh:genxproject/genx.jl,gh:juliaenergy/powerdynamics.jl,gh:natlabrockies/pysam,gh:natlabrockies/sam,gh:pypsa/pypsa,gh:richard-weinhold/pomato,gh:sanpen/veragrid"
wbxsos,unknown,,,gh:e2niee/pandapower
wcasanova,academic,,CHL,gh:manuvarkey/gelectrical
wchatx,unknown,,USA,"gh:adgefficiency/energy-py,gh:gmlc-dispatches/dispatches,gh:lanl-ansi/powermodels.jl,gh:nrel-sienna/powersimulations.jl,gh:nrel-sienna/powersimulationsdynamics.jl"
wcoenraads,utility,tno,NLD,gh:tulipaenergy/tulipaenergymodel.jl
wctseng99,academic,,TWN,gh:pypsa/pypsa
wd7512,unknown,,GBR,gh:assume-framework/assume
wdanieljordan,unknown,,USA,gh:pencleanenergy/match-model
wdevauld,unknown,,CAN,"gh:matpower/matpower,gh:pypsa/pypsa"
wdflh,unknown,,,gh:e2niee/pandapower
wdmwmw,unknown,,,gh:prep-next/prep-shot
wdong5,academic,uc merced,USA,"gh:curent/andes,gh:gridoptics/gridpack"
wdrx70xn,academic,,,gh:sogno-platform/dpsim
wdsandall,professional,greensync,AUS,gh:pypsa/pypsa
wduguay-air,unknown,,,gh:grid2op/grid2op
wdvorkin,unknown,,,gh:genxproject/genx.jl
web-coder-pro,unknown,,,gh:akkudoktor-eos/eos
web-sb,unknown,,,"gh:e2niee/pandapower,gh:rwl/pypower"
webcpp,unknown,,CHN,gh:matpower/matpower
webkreation,unknown,,,gh:akkudoktor-eos/eos
websb,unknown,,,gh:e2niee/pandapower
webwanging,professional,cqsq,CHN,"gh:e2niee/pandapower,gh:matpower/matpower,gh:pypsa/pypsa,gh:rwl/pypower"
weggetor,industry,bitboxx solutions,DEU,gh:akkudoktor-eos/eos
wehrad,unknown,,,gh:lkruitwagen/global-fossil-fuel-supply-chain
weibezahn,academic,copenhagen business school,DNK,"gh:etsap-times/times_model,gh:juliaenergy/joulia.jl,gh:leonardgoeke/anymod.jl,gh:richard-weinhold/pomato,gh:spine-tools/spineopt.jl"
weichensw,unknown,,,gh:lkruitwagen/global-fossil-fuel-supply-chain
weigao-123,research,argonne national laboratory,USA,"gh:anl-ceeesa/unitcommitment.jl,gh:curent/andes,gh:e2niee/pandapower,gh:mzy2240/esa,gh:pypsa/pypsa,gh:sanpen/veragrid"
weigao266,academic,,CHN,"gh:e2niee/pandapower,gh:matpower/matpower,gh:rwl/pypower"
weiheng5672,unknown,,,gh:pypsa/pypsa
weililii,unknown,,,gh:prep-next/prep-shot
weilinzhong,unknown,,,gh:pypsa/pypsa
weiliw2,unknown,,GBR,gh:natlabrockies/reeds-2.0
weiting1029,academic,university of oxford,HKG,gh:rwl/pypower
weixia0824,academic,,,"gh:ancillaryservicesacquisitionmodel/asam,gh:frkunz/stelmod"
weixiaoxun,unknown,,,gh:prep-next/prep-shot
wenbowangnrel,unknown,,,gh:natlabrockies/emerge
wenchichenginl,unknown,,,gh:idaholab/heron
wendelinism,unknown,,,gh:pypsa/pypsa
wenghongda,unknown,,,gh:ahalev/python-microgrid
wenglerjoe,unknown,,,"gh:e2niee/pandapower,gh:lanl-ansi/powermodels.jl"
wenjingsu16,academic,pennsylvania state university,,"gh:pypsa/pypsa,gh:rwl/pypower"
wenqianyun,unknown,,,gh:grid2op/grid2op
wenting666,unknown,,,gh:upb-lea/electricgrid.jl
werbe,unknown,,,gh:ahalev/python-microgrid
wermeill,unknown,,,gl:energyscope/energyscope
werner-castro,professional,estudante,BRA,"gh:juliaenergy/powerdynamics.jl,gh:lanl-ansi/powermodels.jl,gh:nrel-sienna/powersimulations.jl"
wesenu,unknown,,,gh:gh:adgefficiency/energy-py-linear
wesleyjcole,research,national renewable energy laboratory,,gh:natlabrockies/reeds-2.0
weslowrie,unknown,,,"gh:pypsa/pypsa,gh:sanpen/veragrid"
wetneb,industry,,FRA,gh:eliagroup/toop
weymann,industry,,,gh:akkudoktor-eos/eos
wezardlza,unknown,,,gh:matpower/matpower
wfajber,unknown,,,gh:manuvarkey/gelectrical
wfjvdham,unknown,,NLD,gh:powergridmodel/power-grid-model
wfvining,unknown,,MEX,gh:nreca-bts/omf
wgustafson,government,pacific northwest national laboratory,USA,gh:erf-model/erf
whaoy123,unknown,,,gh:openipsl/openipsl
whart222,unknown,,,"gh:grid-parity-exchange/egret,gh:natlabrockies/reeds-2.0,gh:natlabrockies/reopt.jl"
whatIfTech,unknown,,,gh:calliope-project/calliope
wheeqo,unknown,,IDN,"gh:natlabrockies/sam,gh:pypsa/pypsa"
whentojump,academic,,USA,gh:matpower/matpower
whiffwhiff,unknown,,,"gh:nrel-sienna/powersimulationsdynamics.jl,gh:oemof/oemof-solph"
whiskeygit,unknown,,,gh:mzy2240/esa
whiskylw,academic,shanghai jiao tong university,CHN,gh:e2niee/pandapower
whisperingkahuna,unknown,,,gh:microgrids-x/microgrids.py
white-alistair,academic,technical university of munich,DEU,gh:juliaenergy/powerdynamics.jl
whitebeep,unknown,,,gh:pypsa/pypsa
whiteg5,unknown,,,gh:adgefficiency/energy-py
whitehat-1,unknown,,GBR,gh:matpower/matpower
whkwss,unknown,,,gh:curent/andes
whodued,unknown,,,gh:rwl/pypower
whoiszyc,academic,the university of texas at arlington,USA,"gh:curent/andes,gh:dynawo/dynawo,gh:e2niee/pandapower,gh:grid-parity-exchange/egret,gh:juliaenergy/powerdynamics.jl,gh:lanl-ansi/powermodels.jl,gh:matpower/matpower,gh:nrel-sienna/powersimulations.jl,gh:nrel-sienna/powersimulationsdynamics.jl,gh:pypsa/pypsa,gh:rwl/pypower,gh:sogno-platform/dpsim,gh:susantoj/pypower-dynamics,gh:thales1330/psp"
wholesalehud,unknown,,,gh:akkudoktor-eos/eos
wholmgren,professional,dnv,USA,"gh:blue-marble/gridpath,gh:calliope-project/calliope,gh:genxproject/genx.jl,gh:natlabrockies/pras,gh:natlabrockies/pysam,gh:pypsa/pypsa"
whucrx,unknown,,,gh:prep-next/prep-shot
why1188,unknown,,,"gh:critical-infrastructure-systems-lab/pownet,gh:matpower/matpower,gh:rwl/pypower"
whynot-s,academic,imperial college london,GBR,"gh:curent/andes,gh:rwl/pypower"
whypeopletho,unknown,,,gh:akkudoktor-eos/eos
whysosocold,unknown,,,"gh:etsap-times/times_model,gh:pypsa/pypsa,gh:temoaproject/temoa"
whz20024117,unknown,,,gh:epri-dev/opender
wibela,unknown,,,gh:transient-official/transient-lib
wickham-c,unknown,,,gh:e2niee/pandapower
widedcfd,unknown,,,gh:pypsa/pypsa
widnyana,industry,damarseta redite,IDN,gh:bje-/nemo
wiedeflo,unknown,,,gh:pypsa/pypsa
wienans,unknown,,DEU,gh:akkudoktor-eos/eos
wienczny,unknown,,,gh:akkudoktor-eos/eos
wiersema1,unknown,,,gh:erf-model/erf
wilane,professional,independent developer,SEN,gh:natlabrockies/sam
wilchesf,academic,,USA,gh:grid-parity-exchange/egret
wilcowijbrandi,utility,tno,NLD,gh:flexiblepower/powermatcher
wilianguamancuenca,unknown,,,"gh:genxproject/genx.jl,gh:iit-energysystemmodels/opentepes,gh:sanpen/veragrid"
will-falk,unknown,,,gh:eiagov/bluesky
will0,unknown,,,gl:energyincities/python-ehub
willalaski,unknown,,,gh:genxproject/genx.jl
willeforce,unknown,,,"gh:adamgreenhall/minpower,gh:ames-market/psst,gh:curent/andes,gh:e2niee/pandapower,gh:grid-parity-exchange/egret,gh:pypsa/pypsa,gh:sanpen/veragrid,gh:switch-model/switch,gh:tum-ens/urbs"
willgeary,professional,,USA,"gh:marvinler/pypownet,gh:pypsa/pypsa"
william-qi-zhang,academic,aalborg university,,"gh:changgang/steps,gh:sogno-platform/dpsim"
william-xue,professional,Zhong Ri Zhi Yuan Zhe Xie Hui ,CHN,"gh:e2niee/pandapower,gh:powergridmodel/power-grid-model,gh:pypsa/pypsa"
williamchristianc,unknown,,,gh:lvorspel/digripy
williamhobbs,industry,southern company,USA,"gh:natlabrockies/pysam,gh:natlabrockies/sam,gh:pencleanenergy/match-model"
williamluke4,unknown,,KEN,gh:ahalev/python-microgrid
williamwatts,unknown,,,gh:switch-model/switch
willieneis,academic,,,gh:chrisyeh96/sustaingym
willjschmitt,academic,achillea research,USA,gh:curent/andes
willmyers428,academic,wmcs,IRN,gh:e2niee/pandapower
willnbs,unknown,,,"gh:oemof/oemof-solph,gh:pypsa/pypsa,gh:tum-ens/urbs"
willsalz,unknown,,,gh:sanpen/veragrid
willsmithsky,unknown,,,gh:prep-next/prep-shot
willtmakinen78,academic,princeton university,,gh:genxproject/genx.jl
willu47,professional,open energy transition,GBR,"gh:adgefficiency/energy-py,gh:calliope-project/calliope,gh:curent/andes,gh:e2niee/pandapower,gh:energy-modelling-toolkit/dispa-set,gh:epgoxford/open,gh:epri-dev/opendss-c,gh:etsap-times/times_model,gh:fzj-iek3-vsa/fine,gh:grid2op/grid2op,gh:iiasa/message_ix,gh:ipese/reho,gh:onsset/onsset,gh:osemosys/osemosys,gh:pypsa/pypsa,gh:sei-international/nemomod.jl,gh:temoaproject/temoa,gh:transition-zero/tz-osemosys"
willyspinner,industry,,,gh:natlabrockies/paraemt_public
wilson-ricks,unknown,,,gh:genxproject/genx.jl
wilsonbow,unknown,,AUS,gh:matpower/matpower
wilsonhu7777,academic,,CAN,gh:mzy2240/esa
windmountaun,unknown,,,gh:prep-next/prep-shot
windrad6,unknown,,,gh:villasframework/node
windyasd,unknown,,,"gh:e2niee/pandapower,gh:grid2op/grid2op,gh:marvinler/pypownet"
windymel,unknown,,,gh:e2niee/pandapower
winengewe,industry,,GBR,"gh:e2niee/pandapower,gh:pypsa/pypsa"
winetx-winetx,unknown,,,gh:pypsa/pypsa
winfotiker,unknown,,,gh:akkudoktor-eos/eos
wingfundie,unknown,,,"gh:pypsa/pypsa,gh:unsw-ceem/nempy"
winksaville,industry,,USA,gh:natlabrockies/sam
winnux,unknown,,,"gh:chengts95/rustpower,gh:curent/andes,gh:e2niee/pandapower,gh:future-power-networks/simplus-grid-tool,gh:matpower/matpower,gh:pnnl/exago,gh:powergridmodel/power-grid-model,gh:pypsa/pypsa,gh:rwl/pypower,gh:thales1330/psp"
winonecheng,unknown,,TWN,gh:adgefficiency/energy-py
winsphinx,unknown,,,gh:pypsa/pypsa
winterran,unknown,,,"gh:adamgreenhall/minpower,gh:pypsa/pypsa,gh:rwl/pypower,gh:sanpen/veragrid,gh:susantoj/pypower-dynamics"
wirafakhruddin,unknown,,,gh:pypsa/pypsa
wired7053,unknown,,,"gh:e2niee/pandapower,gh:natlabrockies/pysam"
wisbech,unknown,,,gh:e2niee/pandapower
wisdomzju,unknown,,,gh:prep-next/prep-shot
witch-team,unknown,,,gh:matpower/matpower
withitren,unknown,,,gh:natlabrockies/sam
wjrogers,unknown,,,gh:pypsa/pypsa
wjulien888-tech,unknown,,,gh:ait-energy/iesopt.jl
wjwalpha,professional,sgcc,CHN,gh:e2niee/pandapower
wkaleem,unknown,,,gh:pypsa/pypsa
wlbleaboy,industry,,CHN,gh:powergridmodel/power-grid-model
wldevries,professional,silverfit,,gh:tulipaenergy/tulipaenergymodel.jl
wlgexe,unknown,,,gh:future-power-networks/simplus-grid-tool
wlinz3,unknown,,,gh:grid-parity-exchange/egret
wlixin,unknown,,,gh:ames-market/psst
wljsxmm,academic,,,gh:pypsa/pypsa
wlongxiang,unknown,,NLD,gh:powergridmodel/power-grid-model
wlrnco,unknown,,,"gh:calliope-project/calliope,gh:flixopt/flixopt,gh:oemof/oemof-solph,gh:pypsa/pypsa,gh:tum-ens/urbs"
wly2014,unknown,,CHN,gh:matpower/matpower
wlyhhu,unknown,,,gh:prep-next/prep-shot
wmeingott,unknown,,,gh:akkudoktor-eos/eos
wmeyers,professional,quintel intelligence,NLD,"gh:quintel/etengine,gh:quintel/etmodel"
wo0lien,unknown,,,gh:oemof/oemof-solph
wo476800-blip,unknown,,,gh:pypsa/pypsa
wogandavid,academic,,JPN,gh:pypsa/pypsa
wohltat,unknown,,,gh:akkudoktor-eos/eos
woile,industry,reciperium,PRT,gh:lkruitwagen/global-fossil-fuel-supply-chain
woimpc,unknown,,,gh:rwl/pypower
wolegeyun,unknown,,,gh:pypsa/pypsa
wolfbunke,unknown,,DEU,"gh:oemof/oemof-solph,gh:openego/edisgo,gh:openego/ego,gh:pypsa/pypsa"
wolferlT3,unknown,,,gh:akkudoktor-eos/eos
wolfrowell,unknown,,BRA,gh:e2niee/pandapower
wolve82,unknown,,,gh:akkudoktor-eos/eos
woocoding,academic,hunan university,CHN,gh:sanpen/veragrid
woodrutr,unknown,,,gh:critical-infrastructure-systems-lab/pownet
woody6703,unknown,,,gh:pypsa/pypsa
wookay,professional,factorcat,,gh:leonardgoeke/anymod.jl
woongabs16,unknown,,,"gh:grid-parity-exchange/egret,gh:microgrids-x/microgrids.py,gh:pnnl/exago,gh:powergridmodel/power-grid-model"
wooyoungp,unknown,,,"gh:genxproject/genx.jl,gh:juliaenergy/powerdynamics.jl,gh:pypsa/pypsa"
workyz,unknown,,,gh:prep-next/prep-shot
wormyrocks,unknown,,,gh:natlabrockies/sam
worseliz,unknown,,,"gh:gmlc-dispatches/dispatches,gh:idaholab/heron"
woshare,unknown,,,gh:iiasa/message_ix
woshimanong1990,unknown,,NOR,gh:akkudoktor-eos/eos
woshoufuwufeika,unknown,,,gh:prep-next/prep-shot
wouterbles,academic,,NLD,gh:flixopt/flixopt
wouterterlouw,unknown,,,"gh:quintel/etengine,gh:quintel/etmodel"
wowotou1998,academic,shanghaitech university,,"gh:e2niee/pandapower,gh:grid2op/grid2op,gh:pypsa/pypsa,gh:rwl/pypower,gh:sanpen/veragrid"
woww-go,unknown,,,gh:antaressimulatorteam/antares_simulator
wperkins,research,pacific northwest national laboratory,USA,"gh:gridoptics/gridpack,gh:pnnl/exago"
wpf0221,unknown,,,"gh:pypsa/pypsa,gh:susantoj/pypower-dynamics"
wpschill,unknown,,,gl:diw-evu/dieter_public/dieterpy
wptownsend,unknown,,USA,gh:critical-infrastructure-systems-lab/pownet
wqwersss,professional,ppac.org,,gh:pnnl/exago
wr66666,unknown,,,gh:pypsa/pypsa
wrgunther,unknown,,,gh:genxproject/genx.jl
wroldwiedbwe,unknown,,,gh:calliope-project/calliope
ws2644,unknown,,,gh:prep-next/prep-shot
wsc1999-ai,unknown,,,gh:pnnl/tesp
wschauer7,unknown,,,gh:natlabrockies/reeds-2.0
wschlich,professional,wolfram schlich it-service,DEU,gh:eliagroup/toop
wscullin,unknown,,,gh:gridoptics/gridpack
wsheuan0120,unknown,,,gh:prep-next/prep-shot
wshobe,academic,university of virginia,USA,gh:natlabrockies/reeds-2.0
wsjj717,unknown,,,gh:powergridmodel/power-grid-model
wslcg007,unknown,,,gh:prep-next/prep-shot
wsqstar,industry,,CHN,gh:calliope-project/calliope
wsx5031060310guy,unknown,,JPN,gh:natlabrockies/wpgnn
wsxbjx,unknown,,,"gh:lanl-ansi/powermodels.jl,gh:matpower/matpower"
wta12,unknown,,,gh:natlabrockies/sam
wtpeng24,academic,,,"gh:genesys-mod/genesys_mod.gms,gh:genesys-mod/genesysmod.jl"
wtsm1,unknown,,,gh:rheia-framework/rheia
wu-k-l,unknown,,,gh:rwl/pypower
wuan03,unknown,,,"gh:lanl-ansi/powermodels.jl,gh:matpower/matpower,gh:rwl/pypower"
wudenggang,industry,"shenzhen china star optoelectronics technology co., ltd.",,gh:sanpen/veragrid
wukangqian,unknown,,,gh:natlabrockies/sam
wumingjc0,unknown,,,gh:oemof/oemof-thermal
wuriyanto48,unknown,,IDN,gh:sogno-platform/dpsim
wusun1998,unknown,,,gh:idaholab/heron
wuxl7,unknown,,,gh:grid2op/grid2op
wuyi0614,academic,nanyang technological university,SGP,gh:iiasa/message_ix
wuyongyi,professional,lambdax,,gh:lanl-ansi/powermodels.jl
wuyou33,unknown,,,"gh:calliope-project/calliope,gh:e2niee/pandapower,gh:frkunz/stelmod,gh:grid-parity-exchange/egret,gh:lanl-ansi/powermodels.jl,gh:matpower/matpower,gh:matpower/most,gh:nreca-bts/omf,gh:osemosys/osemosys,gh:pnnl/tesp,gh:pypsa/pypsa,gh:switch-model/switch,gh:tum-ens/urbs"
wwt4018,unknown,,,gh:sanpen/veragrid
wwwondder,unknown,,,gh:prep-next/prep-shot
wwwuFei,unknown,,,gh:calliope-project/calliope
wwxFromTju,professional,drl/mas,CHN,gh:grid2op/grid2op
wwy050822-svg,unknown,,,gh:oemof/oemof-solph
wx-b,professional,rios,USA,gh:grid2op/grid2op
wxdSG-2024,unknown,,,gh:prep-next/prep-shot
wxh-7,unknown,,,gh:matpower/most
wxmerry,unknown,,,gh:pypsa/pypsa
wxttty1113,unknown,,,gh:rwl/pypower
wxyeah,academic,lehigh university,,gh:e2niee/pandapower
wxykl,unknown,,,"gh:bje-/nemo,gh:microgridspy/microgridspy,gh:tum-ens/urbs"
wyattarnold,academic,polytechnic institute of milan,ITA,gh:blue-marble/gridpath
wyatty,industry,,,"gh:curent/andes,gh:gridoptics/gridpack,gh:oemof/oemof-solph,gh:pnnl/tesp"
wybert,academic,,,gh:pypsa/pypsa
wyh199612,unknown,,,gh:vub-hydr/revub
wyi-tea,unknown,,,gh:rwl/pypower
wytm123,unknown,,,"gh:idaholab/heron,gh:switch-model/switch"
wyy202,academic,dalian university of technology,,gh:prep-next/prep-shot
wyywwi,academic,huazhong university of science and technology,CHN,"gh:bje-/nemo,gh:richard-weinhold/pomato"
wyz9756,unknown,,,gh:sanpen/veragrid
wyzdwdz,unknown,,,gh:rwl/pypower
wzgig,academic,changsha university of science & technology,,gh:future-power-networks/simplus-grid-tool
wzhangw,academic,university of wisconsin-madison,USA,gh:lanl-ansi/powermodels.jl
wzhscu,unknown,,,"gh:e2niee/pandapower,gh:rwl/pypower"
wzz-wzz-wzz,unknown,,,gh:grid2op/grid2op
x-oli,unknown,,,gh:akkudoktor-eos/eos
x2q,unknown,,DNK,gh:akkudoktor-eos/eos
x2ss,unknown,,CHN,gh:curent/andes
xAli3n,unknown,,,gh:pypsa/pypsa
xDrak0,unknown,,,gh:akkudoktor-eos/eos
xP4NGU1N,unknown,,SGP,gh:prep-next/prep-shot
xProNoobx,unknown,,,gh:prep-next/prep-shot
xSedy9,unknown,,,gh:akkudoktor-eos/eos
xSerpicoxx,unknown,,,gh:pypsa/pypsa
xabrantes,unknown,,,gh:adamgreenhall/minpower
xaellison,unknown,,USA,gh:breakthrough-energy/reise.jl
xamid1g,unknown,,,gh:akkudoktor-eos/eos
xanth,professional,workday,AUS,gh:lkruitwagen/global-fossil-fuel-supply-chain
xavier-dedenbach-terraform,unknown,,,gh:natlabrockies/sam
xaviercallens,unknown,,,"gh:natlabrockies/pysam,gh:natlabrockies/sam"
xaviergoby,academic,actregtech,USA,"gh:e2niee/pandapower,gh:pypsa/pypsa,gh:tum-ewk/opentumflex"
xavijoba,unknown,,,gh:spf-ost/optihood
xb00dx,unknown,,USA,"gh:adamgreenhall/minpower,gh:matpower/matpower,gh:matpower/most,gh:mzy2240/esa,gh:pypsa/pypsa"
xbw1266,unknown,,CAN,gh:grid2op/grid2op
xbw7433937,academic,hunan university of finance and economics,,gh:etsap-times/times_model
xcosmos6,government,,USA,gh:pnnl/tesp
xcyi2017,unknown,,,gh:behrangshirizadeh/eoles_elecres
xdChen-me,unknown,,,gh:curent/andes
xdemonfeverx,academic,,,gh:future-power-networks/simplus-grid-tool
xenigmax,professional,"mpi-molgen, fu-berlin",KOR,gh:oemof/oemof-solph
xerophileshark,unknown,,NLD,gh:openipsl/openipsl
xf809633878,unknown,,,gh:prep-next/prep-shot
xfmjn,unknown,,,gh:e2niee/pandapower
xgfs,industry,google,USA,gh:curent/andes
xh2012,academic,,,gh:rwl/pypower
xhyuuuu,unknown,,,"gh:dgusain1/energysim,gh:mesmo-dev/mesmo,gh:pielube/messpy,gh:pypsa/pypsa,gh:spine-tools/spineopt.jl"
xia-admin,unknown,,,"gh:curent/andes,gh:dynawo/dynawo,gh:matpower/matpower,gh:microgridspy/microgridspy"
xia471735-coder,unknown,,,gh:calliope-project/calliope
xiangao1,unknown,,,"gh:gmlc-dispatches/dispatches,gh:grid-parity-exchange/egret"
xiangyu185,unknown,,,gh:e2niee/pandapower
xiao-pifu,unknown,,,gh:prep-next/prep-shot
xiaobaidiyiren,unknown,,,gh:oemof/oemof-solph
xiaobao1234xiao,unknown,,,"gh:akkudoktor-eos/eos,gh:dynawo/dynawo,gh:epri-dev/opender,gh:natlabrockies/sam,gh:sanpen/veragrid"
xiaodongWTF11,unknown,,,gh:nreca-bts/omf
xiaogangma,unknown,,,gh:prep-next/prep-shot
xiaoguomixian,unknown,,,gh:matpower/matpower
xiaoguozhi,academic,university of kent,GBR,"gh:adgefficiency/energy-py,gh:lanl-ansi/powermodels.jl,gh:nrel-sienna/powersimulations.jl"
xiaoheibai001,unknown,,,gh:rheia-framework/rheia
xiaohulu,professional,block lang,USA,gh:lanl-ansi/powermodels.jl
xiaohuo24357,unknown,,,gh:unsw-ceem/nempy
xiaojiangsi,unknown,,,gh:curent/andes
xiaojielin,unknown,,,gh:oemof/oemof-solph
xiaokai0325,unknown,,,gh:tum-ens/urbs
xiaola957,unknown,,,"gh:e2niee/pandapower,gh:grid2op/grid2op"
xiaoli-1211,unknown,,,gh:prep-next/prep-shot
xiaolu1990,academic,"electronics designer, rf amateur, f1 fans",DEU,gh:e2niee/pandapower
